high_by_point_n,high_by_point_m,low_by_point_n,low_by_point_m,high_by_point_m_on_trend,high_by_point_n_on_trend,low_by_point_m_on_trend,low_by_point_n_on_trend,Fit Score,Total Pnl%,Avg Pnl% per entry,Trade Count
4,4,10,10,5,5,9,9,4.44,652.98,10.7,61
4,4,10,10,5,5,10,10,4.44,652.98,10.7,61
4,4,10,10,7,7,9,9,4.39,610.58,10.35,59
4,4,10,10,7,7,10,10,4.39,610.58,10.35,59
4,4,10,10,8,8,9,9,4.39,610.58,10.35,59
4,4,10,10,8,8,10,10,4.39,610.58,10.35,59
4,4,10,10,9,9,9,9,4.39,610.58,10.35,59
4,4,10,10,9,9,10,10,4.39,610.58,10.35,59
4,4,10,10,10,10,9,9,4.39,610.58,10.35,59
4,4,10,10,10,10,10,10,4.39,610.58,10.35,59
5,5,10,10,5,5,9,9,4.33,650.5,10.16,64
5,5,10,10,5,5,10,10,4.33,650.5,10.16,64
5,5,10,10,7,7,9,9,4.27,606,9.93,61
5,5,10,10,7,7,10,10,4.27,606,9.93,61
5,5,10,10,8,8,9,9,4.27,606,9.93,61
5,5,10,10,8,8,10,10,4.27,606,9.93,61
5,5,10,10,9,9,9,9,4.27,606,9.93,61
5,5,10,10,9,9,10,10,4.27,606,9.93,61
5,5,10,10,10,10,9,9,4.27,606,9.93,61
5,5,10,10,10,10,10,10,4.27,606,9.93,61
4,4,10,10,5,5,6,6,4.21,642.23,10.7,60
4,4,10,10,5,5,7,7,4.21,642.23,10.7,60
4,4,10,10,5,5,8,8,4.21,642.23,10.7,60
5,5,10,10,5,5,6,6,4.18,654.19,10.22,64
5,5,10,10,5,5,7,7,4.18,654.19,10.22,64
4,4,10,10,6,6,9,9,4.17,600.89,10.01,60
4,4,10,10,6,6,10,10,4.17,600.89,10.01,60
4,4,10,10,7,7,6,6,4.15,599.84,10.34,58
4,4,10,10,7,7,7,7,4.15,599.84,10.34,58
4,4,10,10,7,7,8,8,4.15,599.84,10.34,58
4,4,10,10,8,8,6,6,4.15,599.84,10.34,58
4,4,10,10,8,8,7,7,4.15,599.84,10.34,58
4,4,10,10,8,8,8,8,4.15,599.84,10.34,58
4,4,10,10,9,9,6,6,4.15,599.84,10.34,58
4,4,10,10,9,9,7,7,4.15,599.84,10.34,58
4,4,10,10,9,9,8,8,4.15,599.84,10.34,58
4,4,10,10,10,10,6,6,4.15,599.84,10.34,58
4,4,10,10,10,10,7,7,4.15,599.84,10.34,58
4,4,10,10,10,10,8,8,4.15,599.84,10.34,58
5,5,5,5,5,5,9,9,4.13,712.42,9.13,78
5,5,5,5,5,5,10,10,4.13,712.42,9.13,78
5,5,10,10,5,5,8,8,4.11,639.76,10.15,63
5,5,10,10,7,7,6,6,4.11,609.68,9.99,61
5,5,10,10,7,7,7,7,4.11,609.68,9.99,61
5,5,10,10,8,8,6,6,4.11,609.68,9.99,61
5,5,10,10,8,8,7,7,4.11,609.68,9.99,61
5,5,10,10,9,9,6,6,4.11,609.68,9.99,61
5,5,10,10,9,9,7,7,4.11,609.68,9.99,61
5,5,10,10,10,10,6,6,4.11,609.68,9.99,61
5,5,10,10,10,10,7,7,4.11,609.68,9.99,61
5,5,6,6,5,5,9,9,4.1,707.59,9.19,77
5,5,6,6,5,5,10,10,4.1,707.59,9.19,77
6,6,10,10,5,5,6,6,4.07,581.78,10.03,58
6,6,10,10,5,5,7,7,4.07,581.78,10.03,58
7,7,10,10,5,5,6,6,4.07,581.78,10.03,58
7,7,10,10,5,5,7,7,4.07,581.78,10.03,58
4,4,5,5,5,5,9,9,4.05,694.77,9.26,75
4,4,5,5,5,5,10,10,4.05,694.77,9.26,75
5,5,10,10,6,6,9,9,4.05,596.31,9.62,62
5,5,10,10,6,6,10,10,4.05,596.31,9.62,62
5,5,6,6,7,7,9,9,4.04,663.08,8.96,74
5,5,6,6,7,7,10,10,4.04,663.08,8.96,74
5,5,6,6,8,8,9,9,4.04,663.08,8.96,74
5,5,6,6,8,8,10,10,4.04,663.08,8.96,74
5,5,6,6,9,9,9,9,4.04,663.08,8.96,74
5,5,6,6,9,9,10,10,4.04,663.08,8.96,74
5,5,6,6,10,10,9,9,4.04,663.08,8.96,74
5,5,6,6,10,10,10,10,4.04,663.08,8.96,74
4,4,6,6,5,5,9,9,4.03,689.94,9.32,74
4,4,6,6,5,5,10,10,4.03,689.94,9.32,74
5,5,10,10,7,7,8,8,4.03,595.25,9.92,60
5,5,10,10,8,8,8,8,4.03,595.25,9.92,60
5,5,10,10,9,9,8,8,4.03,595.25,9.92,60
5,5,10,10,10,10,8,8,4.03,595.25,9.92,60
6,6,10,10,5,5,8,8,4.03,556.7,10.12,55
7,7,10,10,5,5,8,8,4.03,556.7,10.12,55
5,5,7,7,5,5,9,9,4.01,702.38,9.12,77
5,5,7,7,5,5,10,10,4.01,702.38,9.12,77
6,6,10,10,7,7,6,6,4,539.38,9.63,56
6,6,10,10,7,7,7,7,4,539.38,9.63,56
6,6,10,10,8,8,6,6,4,539.38,9.63,56
6,6,10,10,8,8,7,7,4,539.38,9.63,56
6,6,10,10,9,9,6,6,4,539.38,9.63,56
6,6,10,10,9,9,7,7,4,539.38,9.63,56
6,6,10,10,10,10,6,6,4,539.38,9.63,56
6,6,10,10,10,10,7,7,4,539.38,9.63,56
7,7,10,10,7,7,6,6,4,539.38,9.63,56
7,7,10,10,7,7,7,7,4,539.38,9.63,56
7,7,10,10,8,8,6,6,4,539.38,9.63,56
7,7,10,10,8,8,7,7,4,539.38,9.63,56
7,7,10,10,9,9,6,6,4,539.38,9.63,56
7,7,10,10,9,9,7,7,4,539.38,9.63,56
7,7,10,10,10,10,6,6,4,539.38,9.63,56
7,7,10,10,10,10,7,7,4,539.38,9.63,56
5,5,5,5,7,7,9,9,3.98,663.6,8.73,76
5,5,5,5,7,7,10,10,3.98,663.6,8.73,76
5,5,5,5,8,8,9,9,3.98,663.6,8.73,76
5,5,5,5,8,8,10,10,3.98,663.6,8.73,76
5,5,5,5,9,9,9,9,3.98,663.6,8.73,76
5,5,5,5,9,9,10,10,3.98,663.6,8.73,76
5,5,5,5,10,10,9,9,3.98,663.6,8.73,76
5,5,5,5,10,10,10,10,3.98,663.6,8.73,76
4,4,6,6,7,7,9,9,3.97,647.54,8.99,72
4,4,6,6,7,7,10,10,3.97,647.54,8.99,72
4,4,6,6,8,8,9,9,3.97,647.54,8.99,72
4,4,6,6,8,8,10,10,3.97,647.54,8.99,72
4,4,6,6,9,9,9,9,3.97,647.54,8.99,72
4,4,6,6,9,9,10,10,3.97,647.54,8.99,72
4,4,6,6,10,10,9,9,3.97,647.54,8.99,72
4,4,6,6,10,10,10,10,3.97,647.54,8.99,72
6,6,10,10,5,5,9,9,3.96,553.25,9.71,57
6,6,10,10,5,5,10,10,3.96,553.25,9.71,57
7,7,10,10,5,5,9,9,3.96,553.25,9.71,57
7,7,10,10,5,5,10,10,3.96,553.25,9.71,57
8,8,10,10,5,5,6,6,3.96,560.97,10.2,55
8,8,10,10,5,5,7,7,3.96,560.97,10.2,55
9,9,10,10,5,5,6,6,3.96,560.97,10.2,55
9,9,10,10,5,5,7,7,3.96,560.97,10.2,55
10,10,10,10,5,5,6,6,3.96,559.33,10.36,54
10,10,10,10,5,5,7,7,3.96,559.33,10.36,54
4,4,10,10,6,6,6,6,3.95,590.15,10,59
4,4,10,10,6,6,7,7,3.95,590.15,10,59
4,4,10,10,6,6,8,8,3.95,590.15,10,59
6,6,10,10,7,7,8,8,3.95,514.3,9.7,53
6,6,10,10,8,8,8,8,3.95,514.3,9.7,53
6,6,10,10,9,9,8,8,3.95,514.3,9.7,53
6,6,10,10,10,10,8,8,3.95,514.3,9.7,53
7,7,10,10,7,7,8,8,3.95,514.3,9.7,53
7,7,10,10,8,8,8,8,3.95,514.3,9.7,53
7,7,10,10,9,9,8,8,3.95,514.3,9.7,53
7,7,10,10,10,10,8,8,3.95,514.3,9.7,53
4,4,8,8,5,5,9,9,3.94,684.73,9.25,74
4,4,8,8,5,5,10,10,3.94,684.73,9.25,74
5,5,5,5,5,5,6,6,3.94,701.67,9.11,77
5,5,5,5,5,5,7,7,3.94,701.67,9.11,77
5,5,5,5,5,5,8,8,3.94,701.67,9.11,77
5,5,7,7,7,7,9,9,3.94,657.87,8.89,74
5,5,7,7,7,7,10,10,3.94,657.87,8.89,74
5,5,7,7,8,8,9,9,3.94,657.87,8.89,74
5,5,7,7,8,8,10,10,3.94,657.87,8.89,74
5,5,7,7,9,9,9,9,3.94,657.87,8.89,74
5,5,7,7,9,9,10,10,3.94,657.87,8.89,74
5,5,7,7,10,10,9,9,3.94,657.87,8.89,74
5,5,7,7,10,10,10,10,3.94,657.87,8.89,74
6,6,5,5,5,5,6,6,3.94,636.75,9.1,70
6,6,5,5,5,5,7,7,3.94,636.75,9.1,70
6,6,5,5,5,5,8,8,3.94,636.75,9.1,70
7,7,5,5,5,5,6,6,3.94,636.75,9.1,70
7,7,5,5,5,5,7,7,3.94,636.75,9.1,70
7,7,5,5,5,5,8,8,3.94,636.75,9.1,70
4,4,9,9,5,5,9,9,3.92,685.34,9.26,74
4,4,9,9,5,5,10,10,3.92,685.34,9.26,74
5,5,4,4,5,5,9,9,3.92,683.19,8.99,76
5,5,4,4,5,5,10,10,3.92,683.19,8.99,76
8,8,10,10,5,5,8,8,3.92,535.89,10.31,52
9,9,10,10,5,5,8,8,3.92,535.89,10.31,52
4,4,5,5,7,7,9,9,3.91,648.06,8.76,74
4,4,5,5,7,7,10,10,3.91,648.06,8.76,74
4,4,5,5,8,8,9,9,3.91,648.06,8.76,74
4,4,5,5,8,8,10,10,3.91,648.06,8.76,74
4,4,5,5,9,9,9,9,3.91,648.06,8.76,74
4,4,5,5,9,9,10,10,3.91,648.06,8.76,74
4,4,5,5,10,10,9,9,3.91,648.06,8.76,74
4,4,5,5,10,10,10,10,3.91,648.06,8.76,74
5,5,10,10,6,6,6,6,3.91,599.99,9.68,62
5,5,10,10,6,6,7,7,3.91,599.99,9.68,62
10,10,10,10,5,5,8,8,3.91,534.26,10.48,51
4,4,10,10,4,4,9,9,3.9,677.15,9.54,71
4,4,10,10,4,4,10,10,3.9,677.15,9.54,71
5,5,5,5,6,6,9,9,3.89,658.22,8.66,76
5,5,5,5,6,6,10,10,3.89,658.22,8.66,76
6,6,5,5,5,5,9,9,3.88,633.3,8.8,72
6,6,5,5,5,5,10,10,3.88,633.3,8.8,72
6,6,10,10,7,7,9,9,3.88,510.85,9.29,55
6,6,10,10,7,7,10,10,3.88,510.85,9.29,55
6,6,10,10,8,8,9,9,3.88,510.85,9.29,55
6,6,10,10,8,8,10,10,3.88,510.85,9.29,55
6,6,10,10,9,9,9,9,3.88,510.85,9.29,55
6,6,10,10,9,9,10,10,3.88,510.85,9.29,55
6,6,10,10,10,10,9,9,3.88,510.85,9.29,55
6,6,10,10,10,10,10,10,3.88,510.85,9.29,55
7,7,5,5,5,5,9,9,3.88,633.3,8.8,72
7,7,5,5,5,5,10,10,3.88,633.3,8.8,72
7,7,10,10,7,7,9,9,3.88,510.85,9.29,55
7,7,10,10,7,7,10,10,3.88,510.85,9.29,55
7,7,10,10,8,8,9,9,3.88,510.85,9.29,55
7,7,10,10,8,8,10,10,3.88,510.85,9.29,55
7,7,10,10,9,9,9,9,3.88,510.85,9.29,55
7,7,10,10,9,9,10,10,3.88,510.85,9.29,55
7,7,10,10,10,10,9,9,3.88,510.85,9.29,55
7,7,10,10,10,10,10,10,3.88,510.85,9.29,55
8,8,10,10,7,7,6,6,3.88,518.57,9.78,53
8,8,10,10,7,7,7,7,3.88,518.57,9.78,53
8,8,10,10,8,8,6,6,3.88,518.57,9.78,53
8,8,10,10,8,8,7,7,3.88,518.57,9.78,53
8,8,10,10,9,9,6,6,3.88,518.57,9.78,53
8,8,10,10,9,9,7,7,3.88,518.57,9.78,53
8,8,10,10,10,10,6,6,3.88,518.57,9.78,53
8,8,10,10,10,10,7,7,3.88,518.57,9.78,53
9,9,10,10,7,7,6,6,3.88,518.57,9.78,53
9,9,10,10,7,7,7,7,3.88,518.57,9.78,53
9,9,10,10,8,8,6,6,3.88,518.57,9.78,53
9,9,10,10,8,8,7,7,3.88,518.57,9.78,53
9,9,10,10,9,9,6,6,3.88,518.57,9.78,53
9,9,10,10,9,9,7,7,3.88,518.57,9.78,53
9,9,10,10,10,10,6,6,3.88,518.57,9.78,53
9,9,10,10,10,10,7,7,3.88,518.57,9.78,53
4,4,5,5,5,5,6,6,3.87,684.02,9.24,74
4,4,5,5,5,5,7,7,3.87,684.02,9.24,74
4,4,5,5,5,5,8,8,3.87,684.02,9.24,74
4,4,8,8,7,7,9,9,3.87,642.33,8.92,72
4,4,8,8,7,7,10,10,3.87,642.33,8.92,72
4,4,8,8,8,8,9,9,3.87,642.33,8.92,72
4,4,8,8,8,8,10,10,3.87,642.33,8.92,72
4,4,8,8,9,9,9,9,3.87,642.33,8.92,72
4,4,8,8,9,9,10,10,3.87,642.33,8.92,72
4,4,8,8,10,10,9,9,3.87,642.33,8.92,72
4,4,8,8,10,10,10,10,3.87,642.33,8.92,72
5,5,6,6,6,6,9,9,3.87,653.39,8.71,75
5,5,6,6,6,6,10,10,3.87,653.39,8.71,75
9,9,5,5,5,5,6,6,3.87,621.21,9.14,68
9,9,5,5,5,5,7,7,3.87,621.21,9.14,68
9,9,5,5,5,5,8,8,3.87,621.21,9.14,68
10,10,5,5,5,5,6,6,3.87,619.58,9.25,67
10,10,5,5,5,5,7,7,3.87,619.58,9.25,67
10,10,5,5,5,5,8,8,3.87,619.58,9.25,67
4,4,9,9,7,7,9,9,3.86,642.94,8.93,72
4,4,9,9,7,7,10,10,3.86,642.94,8.93,72
4,4,9,9,8,8,9,9,3.86,642.94,8.93,72
4,4,9,9,8,8,10,10,3.86,642.94,8.93,72
4,4,9,9,9,9,9,9,3.86,642.94,8.93,72
4,4,9,9,9,9,10,10,3.86,642.94,8.93,72
4,4,9,9,10,10,9,9,3.86,642.94,8.93,72
4,4,9,9,10,10,10,10,3.86,642.94,8.93,72
5,5,6,6,5,5,6,6,3.86,693.39,8.89,78
5,5,6,6,5,5,7,7,3.86,693.39,8.89,78
5,5,6,6,5,5,8,8,3.86,693.39,8.89,78
5,5,8,8,5,5,9,9,3.86,682.25,8.86,77
5,5,8,8,5,5,10,10,3.86,682.25,8.86,77
6,6,6,6,5,5,6,6,3.86,628.47,8.85,71
6,6,6,6,5,5,7,7,3.86,628.47,8.85,71
6,6,6,6,5,5,8,8,3.86,628.47,8.85,71
6,6,6,6,5,5,9,9,3.86,628.47,8.85,71
6,6,6,6,5,5,10,10,3.86,628.47,8.85,71
7,7,6,6,5,5,6,6,3.86,628.47,8.85,71
7,7,6,6,5,5,7,7,3.86,628.47,8.85,71
7,7,6,6,5,5,8,8,3.86,628.47,8.85,71
7,7,6,6,5,5,9,9,3.86,628.47,8.85,71
7,7,6,6,5,5,10,10,3.86,628.47,8.85,71
8,8,5,5,5,5,6,6,3.85,615.94,9.19,67
8,8,5,5,5,5,7,7,3.85,615.94,9.19,67
8,8,5,5,5,5,8,8,3.85,615.94,9.19,67
4,4,4,4,5,5,9,9,3.84,665.54,9.12,73
4,4,4,4,5,5,10,10,3.84,665.54,9.12,73
4,4,7,7,5,5,9,9,3.84,679.04,9.05,75
4,4,7,7,5,5,10,10,3.84,679.04,9.05,75
5,5,9,9,5,5,9,9,3.84,682.86,8.87,77
5,5,9,9,5,5,10,10,3.84,682.86,8.87,77
5,5,10,10,6,6,8,8,3.84,585.56,9.6,61
8,8,10,10,5,5,9,9,3.84,532.44,9.86,54
8,8,10,10,5,5,10,10,3.84,532.44,9.86,54
8,8,10,10,7,7,8,8,3.84,493.49,9.87,50
8,8,10,10,8,8,8,8,3.84,493.49,9.87,50
8,8,10,10,9,9,8,8,3.84,493.49,9.87,50
8,8,10,10,10,10,8,8,3.84,493.49,9.87,50
9,9,10,10,5,5,9,9,3.84,532.44,9.86,54
9,9,10,10,5,5,10,10,3.84,532.44,9.86,54
9,9,10,10,7,7,8,8,3.84,493.49,9.87,50
9,9,10,10,8,8,8,8,3.84,493.49,9.87,50
9,9,10,10,9,9,8,8,3.84,493.49,9.87,50
9,9,10,10,10,10,8,8,3.84,493.49,9.87,50
10,10,10,10,5,5,9,9,3.84,530.8,10.02,53
10,10,10,10,5,5,10,10,3.84,530.8,10.02,53
4,4,5,5,6,6,9,9,3.82,642.68,8.68,74
4,4,5,5,6,6,10,10,3.82,642.68,8.68,74
10,10,10,10,7,7,6,6,3.82,489.99,9.8,50
10,10,10,10,7,7,7,7,3.82,489.99,9.8,50
10,10,10,10,8,8,6,6,3.82,489.99,9.8,50
10,10,10,10,8,8,7,7,3.82,489.99,9.8,50
10,10,10,10,9,9,6,6,3.82,489.99,9.8,50
10,10,10,10,9,9,7,7,3.82,489.99,9.8,50
10,10,10,10,10,10,6,6,3.82,489.99,9.8,50
10,10,10,10,10,10,7,7,3.82,489.99,9.8,50
9,9,5,5,5,5,9,9,3.81,617.76,8.83,70
9,9,5,5,5,5,10,10,3.81,617.76,8.83,70
10,10,5,5,5,5,9,9,3.81,616.13,8.93,69
10,10,5,5,5,5,10,10,3.81,616.13,8.93,69
4,4,6,6,6,6,9,9,3.8,637.85,8.74,73
4,4,6,6,6,6,10,10,3.8,637.85,8.74,73
6,6,10,10,6,6,6,6,3.8,529.69,9.29,57
6,6,10,10,6,6,7,7,3.8,529.69,9.29,57
7,7,10,10,6,6,6,6,3.8,529.69,9.29,57
7,7,10,10,6,6,7,7,3.8,529.69,9.29,57
4,4,6,6,5,5,6,6,3.79,675.74,9.01,75
4,4,6,6,5,5,7,7,3.79,675.74,9.01,75
4,4,6,6,5,5,8,8,3.79,675.74,9.01,75
5,5,6,6,7,7,6,6,3.79,648.88,8.65,75
5,5,6,6,7,7,7,7,3.79,648.88,8.65,75
5,5,6,6,7,7,8,8,3.79,648.88,8.65,75
5,5,6,6,8,8,6,6,3.79,648.88,8.65,75
5,5,6,6,8,8,7,7,3.79,648.88,8.65,75
5,5,6,6,8,8,8,8,3.79,648.88,8.65,75
5,5,6,6,9,9,6,6,3.79,648.88,8.65,75
5,5,6,6,9,9,7,7,3.79,648.88,8.65,75
5,5,6,6,9,9,8,8,3.79,648.88,8.65,75
5,5,6,6,10,10,6,6,3.79,648.88,8.65,75
5,5,6,6,10,10,7,7,3.79,648.88,8.65,75
5,5,6,6,10,10,8,8,3.79,648.88,8.65,75
6,6,6,6,7,7,6,6,3.79,586.07,8.49,69
6,6,6,6,7,7,7,7,3.79,586.07,8.49,69
6,6,6,6,7,7,8,8,3.79,586.07,8.49,69
6,6,6,6,7,7,9,9,3.79,586.07,8.49,69
6,6,6,6,7,7,10,10,3.79,586.07,8.49,69
6,6,6,6,8,8,6,6,3.79,586.07,8.49,69
6,6,6,6,8,8,7,7,3.79,586.07,8.49,69
6,6,6,6,8,8,8,8,3.79,586.07,8.49,69
6,6,6,6,8,8,9,9,3.79,586.07,8.49,69
6,6,6,6,8,8,10,10,3.79,586.07,8.49,69
6,6,6,6,9,9,6,6,3.79,586.07,8.49,69
6,6,6,6,9,9,7,7,3.79,586.07,8.49,69
6,6,6,6,9,9,8,8,3.79,586.07,8.49,69
6,6,6,6,9,9,9,9,3.79,586.07,8.49,69
6,6,6,6,9,9,10,10,3.79,586.07,8.49,69
6,6,6,6,10,10,6,6,3.79,586.07,8.49,69
6,6,6,6,10,10,7,7,3.79,586.07,8.49,69
6,6,6,6,10,10,8,8,3.79,586.07,8.49,69
6,6,6,6,10,10,9,9,3.79,586.07,8.49,69
6,6,6,6,10,10,10,10,3.79,586.07,8.49,69
7,7,6,6,7,7,6,6,3.79,586.07,8.49,69
7,7,6,6,7,7,7,7,3.79,586.07,8.49,69
7,7,6,6,7,7,8,8,3.79,586.07,8.49,69
7,7,6,6,7,7,9,9,3.79,586.07,8.49,69
7,7,6,6,7,7,10,10,3.79,586.07,8.49,69
7,7,6,6,8,8,6,6,3.79,586.07,8.49,69
7,7,6,6,8,8,7,7,3.79,586.07,8.49,69
7,7,6,6,8,8,8,8,3.79,586.07,8.49,69
7,7,6,6,8,8,9,9,3.79,586.07,8.49,69
7,7,6,6,8,8,10,10,3.79,586.07,8.49,69
7,7,6,6,9,9,6,6,3.79,586.07,8.49,69
7,7,6,6,9,9,7,7,3.79,586.07,8.49,69
7,7,6,6,9,9,8,8,3.79,586.07,8.49,69
7,7,6,6,9,9,9,9,3.79,586.07,8.49,69
7,7,6,6,9,9,10,10,3.79,586.07,8.49,69
7,7,6,6,10,10,6,6,3.79,586.07,8.49,69
7,7,6,6,10,10,7,7,3.79,586.07,8.49,69
7,7,6,6,10,10,8,8,3.79,586.07,8.49,69
7,7,6,6,10,10,9,9,3.79,586.07,8.49,69
7,7,6,6,10,10,10,10,3.79,586.07,8.49,69
8,8,5,5,5,5,9,9,3.79,612.49,8.88,69
8,8,5,5,5,5,10,10,3.79,612.49,8.88,69
9,9,6,6,5,5,6,6,3.79,612.93,8.88,69
9,9,6,6,5,5,7,7,3.79,612.93,8.88,69
9,9,6,6,5,5,8,8,3.79,612.93,8.88,69
9,9,6,6,5,5,9,9,3.79,612.93,8.88,69
9,9,6,6,5,5,10,10,3.79,612.93,8.88,69
10,10,6,6,5,5,6,6,3.79,611.3,8.99,68
10,10,6,6,5,5,7,7,3.79,611.3,8.99,68
10,10,6,6,5,5,8,8,3.79,611.3,8.99,68
10,10,6,6,5,5,9,9,3.79,611.3,8.99,68
10,10,6,6,5,5,10,10,3.79,611.3,8.99,68
4,4,7,7,7,7,9,9,3.78,636.64,8.72,73
4,4,7,7,7,7,10,10,3.78,636.64,8.72,73
4,4,7,7,8,8,9,9,3.78,636.64,8.72,73
4,4,7,7,8,8,10,10,3.78,636.64,8.72,73
4,4,7,7,9,9,9,9,3.78,636.64,8.72,73
4,4,7,7,9,9,10,10,3.78,636.64,8.72,73
4,4,7,7,10,10,9,9,3.78,636.64,8.72,73
4,4,7,7,10,10,10,10,3.78,636.64,8.72,73
5,5,7,7,5,5,7,7,3.78,688.18,8.82,78
5,5,7,7,5,5,8,8,3.78,688.18,8.82,78
5,5,7,7,6,6,9,9,3.78,648.18,8.64,75
5,5,7,7,6,6,10,10,3.78,648.18,8.64,75
5,5,8,8,7,7,9,9,3.78,637.75,8.62,74
5,5,8,8,7,7,10,10,3.78,637.75,8.62,74
5,5,8,8,8,8,9,9,3.78,637.75,8.62,74
5,5,8,8,8,8,10,10,3.78,637.75,8.62,74
5,5,8,8,9,9,9,9,3.78,637.75,8.62,74
5,5,8,8,9,9,10,10,3.78,637.75,8.62,74
5,5,8,8,10,10,9,9,3.78,637.75,8.62,74
5,5,8,8,10,10,10,10,3.78,637.75,8.62,74
5,5,4,4,7,7,9,9,3.77,634.37,8.57,74
5,5,4,4,7,7,10,10,3.77,634.37,8.57,74
5,5,4,4,8,8,9,9,3.77,634.37,8.57,74
5,5,4,4,8,8,10,10,3.77,634.37,8.57,74
5,5,4,4,9,9,9,9,3.77,634.37,8.57,74
5,5,4,4,9,9,10,10,3.77,634.37,8.57,74
5,5,4,4,10,10,9,9,3.77,634.37,8.57,74
5,5,4,4,10,10,10,10,3.77,634.37,8.57,74
