high_by_point_n,high_by_point_m,low_by_point_n,low_by_point_m,high_by_point_m_on_trend,high_by_point_n_on_trend,low_by_point_m_on_trend,low_by_point_n_on_trend,Fit Score,Total Pnl%,Avg Pnl% per entry,Trade Count
5,5,9,9,7,7,9,9,3.77,638.35,8.63,74
5,5,9,9,7,7,10,10,3.77,638.35,8.63,74
5,5,9,9,8,8,9,9,3.77,638.35,8.63,74
5,5,9,9,8,8,10,10,3.77,638.35,8.63,74
5,5,9,9,9,9,9,9,3.77,638.35,8.63,74
5,5,9,9,9,9,10,10,3.77,638.35,8.63,74
5,5,9,9,10,10,9,9,3.77,638.35,8.63,74
5,5,9,9,10,10,10,10,3.77,638.35,8.63,74
10,10,10,10,7,7,8,8,3.77,464.91,9.89,47
10,10,10,10,8,8,8,8,3.77,464.91,9.89,47
10,10,10,10,9,9,8,8,3.77,464.91,9.89,47
10,10,10,10,10,10,8,8,3.77,464.91,9.89,47
8,8,6,6,5,5,6,6,3.76,607.66,8.94,68
8,8,6,6,5,5,7,7,3.76,607.66,8.94,68
8,8,6,6,5,5,8,8,3.76,607.66,8.94,68
8,8,6,6,5,5,9,9,3.76,607.66,8.94,68
8,8,6,6,5,5,10,10,3.76,607.66,8.94,68
8,8,10,10,7,7,9,9,3.76,490.04,9.42,52
8,8,10,10,7,7,10,10,3.76,490.04,9.42,52
8,8,10,10,8,8,9,9,3.76,490.04,9.42,52
8,8,10,10,8,8,10,10,3.76,490.04,9.42,52
8,8,10,10,9,9,9,9,3.76,490.04,9.42,52
8,8,10,10,9,9,10,10,3.76,490.04,9.42,52
8,8,10,10,10,10,9,9,3.76,490.04,9.42,52
8,8,10,10,10,10,10,10,3.76,490.04,9.42,52
9,9,10,10,7,7,9,9,3.76,490.04,9.42,52
9,9,10,10,7,7,10,10,3.76,490.04,9.42,52
9,9,10,10,8,8,9,9,3.76,490.04,9.42,52
9,9,10,10,8,8,10,10,3.76,490.04,9.42,52
9,9,10,10,9,9,9,9,3.76,490.04,9.42,52
9,9,10,10,9,9,10,10,3.76,490.04,9.42,52
9,9,10,10,10,10,9,9,3.76,490.04,9.42,52
9,9,10,10,10,10,10,10,3.76,490.04,9.42,52
4,4,9,9,5,5,6,6,3.75,674.59,9.24,73
4,4,9,9,5,5,7,7,3.75,674.59,9.24,73
4,4,9,9,5,5,8,8,3.75,674.59,9.24,73
5,5,4,4,5,5,6,6,3.75,672.44,8.97,75
5,5,4,4,5,5,7,7,3.75,672.44,8.97,75
5,5,4,4,5,5,8,8,3.75,672.44,8.97,75
6,6,10,10,6,6,8,8,3.75,504.61,9.34,54
7,7,10,10,6,6,8,8,3.75,504.61,9.34,54
5,5,9,9,5,5,6,6,3.74,686.55,8.92,77
5,5,9,9,5,5,7,7,3.74,686.55,8.92,77
6,6,5,5,7,7,9,9,3.74,586.59,8.26,71
6,6,5,5,7,7,10,10,3.74,586.59,8.26,71
6,6,5,5,8,8,9,9,3.74,586.59,8.26,71
6,6,5,5,8,8,10,10,3.74,586.59,8.26,71
6,6,5,5,9,9,9,9,3.74,586.59,8.26,71
6,6,5,5,9,9,10,10,3.74,586.59,8.26,71
6,6,5,5,10,10,9,9,3.74,586.59,8.26,71
6,6,5,5,10,10,10,10,3.74,586.59,8.26,71
7,7,5,5,7,7,9,9,3.74,586.59,8.26,71
7,7,5,5,7,7,10,10,3.74,586.59,8.26,71
7,7,5,5,8,8,9,9,3.74,586.59,8.26,71
7,7,5,5,8,8,10,10,3.74,586.59,8.26,71
7,7,5,5,9,9,9,9,3.74,586.59,8.26,71
7,7,5,5,9,9,10,10,3.74,586.59,8.26,71
7,7,5,5,10,10,9,9,3.74,586.59,8.26,71
7,7,5,5,10,10,10,10,3.74,586.59,8.26,71
4,4,10,10,4,4,6,6,3.73,666.4,9.52,70
4,4,10,10,4,4,7,7,3.73,666.4,9.52,70
4,4,10,10,4,4,8,8,3.73,666.4,9.52,70
5,5,10,10,4,4,9,9,3.73,651.75,9.31,70
5,5,10,10,4,4,10,10,3.73,651.75,9.31,70
6,6,4,4,5,5,6,6,3.73,607.52,8.93,68
6,6,4,4,5,5,7,7,3.73,607.52,8.93,68
6,6,4,4,5,5,8,8,3.73,607.52,8.93,68
7,7,4,4,5,5,6,6,3.73,607.52,8.93,68
7,7,4,4,5,5,7,7,3.73,607.52,8.93,68
7,7,4,4,5,5,8,8,3.73,607.52,8.93,68
4,4,6,6,7,7,6,6,3.72,633.34,8.68,73
4,4,6,6,7,7,7,7,3.72,633.34,8.68,73
4,4,6,6,7,7,8,8,3.72,633.34,8.68,73
4,4,6,6,8,8,6,6,3.72,633.34,8.68,73
4,4,6,6,8,8,7,7,3.72,633.34,8.68,73
4,4,6,6,8,8,8,8,3.72,633.34,8.68,73
4,4,6,6,9,9,6,6,3.72,633.34,8.68,73
4,4,6,6,9,9,7,7,3.72,633.34,8.68,73
4,4,6,6,9,9,8,8,3.72,633.34,8.68,73
4,4,6,6,10,10,6,6,3.72,633.34,8.68,73
4,4,6,6,10,10,7,7,3.72,633.34,8.68,73
4,4,6,6,10,10,8,8,3.72,633.34,8.68,73
4,4,4,4,7,7,9,9,3.71,618.83,8.59,72
4,4,4,4,7,7,10,10,3.71,618.83,8.59,72
4,4,4,4,8,8,9,9,3.71,618.83,8.59,72
4,4,4,4,8,8,10,10,3.71,618.83,8.59,72
4,4,4,4,9,9,9,9,3.71,618.83,8.59,72
4,4,4,4,9,9,10,10,3.71,618.83,8.59,72
4,4,4,4,10,10,9,9,3.71,618.83,8.59,72
4,4,4,4,10,10,10,10,3.71,618.83,8.59,72
4,4,7,7,5,5,6,6,3.71,670.53,8.94,75
4,4,7,7,5,5,7,7,3.71,670.53,8.94,75
4,4,8,8,5,5,6,6,3.71,670.53,8.94,75
4,4,8,8,5,5,7,7,3.71,670.53,8.94,75
4,4,8,8,5,5,8,8,3.71,670.53,8.94,75
4,4,8,8,6,6,9,9,3.71,632.64,8.67,73
4,4,8,8,6,6,10,10,3.71,632.64,8.67,73
5,5,5,5,6,6,6,6,3.71,647.47,8.63,75
5,5,5,5,6,6,7,7,3.71,647.47,8.63,75
5,5,5,5,6,6,8,8,3.71,647.47,8.63,75
5,5,7,7,7,7,7,7,3.71,643.67,8.58,75
5,5,7,7,7,7,8,8,3.71,643.67,8.58,75
5,5,7,7,8,8,7,7,3.71,643.67,8.58,75
5,5,7,7,8,8,8,8,3.71,643.67,8.58,75
5,5,7,7,9,9,7,7,3.71,643.67,8.58,75
5,5,7,7,9,9,8,8,3.71,643.67,8.58,75
5,5,7,7,10,10,7,7,3.71,643.67,8.58,75
5,5,7,7,10,10,8,8,3.71,643.67,8.58,75
5,5,10,10,7,7,5,5,3.71,605.57,9.18,66
5,5,10,10,8,8,5,5,3.71,605.57,9.18,66
5,5,10,10,9,9,5,5,3.71,605.57,9.18,66
5,5,10,10,10,10,5,5,3.71,605.57,9.18,66
9,9,6,6,7,7,6,6,3.71,570.54,8.52,67
9,9,6,6,7,7,7,7,3.71,570.54,8.52,67
9,9,6,6,7,7,8,8,3.71,570.54,8.52,67
9,9,6,6,7,7,9,9,3.71,570.54,8.52,67
9,9,6,6,7,7,10,10,3.71,570.54,8.52,67
9,9,6,6,8,8,6,6,3.71,570.54,8.52,67
9,9,6,6,8,8,7,7,3.71,570.54,8.52,67
9,9,6,6,8,8,8,8,3.71,570.54,8.52,67
9,9,6,6,8,8,9,9,3.71,570.54,8.52,67
9,9,6,6,8,8,10,10,3.71,570.54,8.52,67
9,9,6,6,9,9,6,6,3.71,570.54,8.52,67
9,9,6,6,9,9,7,7,3.71,570.54,8.52,67
9,9,6,6,9,9,8,8,3.71,570.54,8.52,67
9,9,6,6,9,9,9,9,3.71,570.54,8.52,67
9,9,6,6,9,9,10,10,3.71,570.54,8.52,67
9,9,6,6,10,10,6,6,3.71,570.54,8.52,67
9,9,6,6,10,10,7,7,3.71,570.54,8.52,67
9,9,6,6,10,10,8,8,3.71,570.54,8.52,67
9,9,6,6,10,10,9,9,3.71,570.54,8.52,67
9,9,6,6,10,10,10,10,3.71,570.54,8.52,67
4,4,9,9,6,6,9,9,3.7,633.25,8.67,73
4,4,9,9,6,6,10,10,3.7,633.25,8.67,73
5,5,7,7,5,5,6,6,3.7,682.49,8.64,79
5,5,8,8,5,5,6,6,3.7,682.49,8.64,79
5,5,8,8,5,5,7,7,3.7,682.49,8.64,79
5,5,10,10,5,5,5,5,3.7,627.46,9.23,68
6,6,5,5,6,6,6,6,3.7,584.66,8.47,69
6,6,5,5,6,6,7,7,3.7,584.66,8.47,69
6,6,5,5,6,6,8,8,3.7,584.66,8.47,69
7,7,5,5,6,6,6,6,3.7,584.66,8.47,69
7,7,5,5,6,6,7,7,3.7,584.66,8.47,69
7,7,5,5,6,6,8,8,3.7,584.66,8.47,69
4,4,9,9,7,7,6,6,3.69,632.19,8.9,71
4,4,9,9,7,7,7,7,3.69,632.19,8.9,71
4,4,9,9,7,7,8,8,3.69,632.19,8.9,71
4,4,9,9,8,8,6,6,3.69,632.19,8.9,71
4,4,9,9,8,8,7,7,3.69,632.19,8.9,71
4,4,9,9,8,8,8,8,3.69,632.19,8.9,71
4,4,9,9,9,9,6,6,3.69,632.19,8.9,71
4,4,9,9,9,9,7,7,3.69,632.19,8.9,71
4,4,9,9,9,9,8,8,3.69,632.19,8.9,71
4,4,9,9,10,10,6,6,3.69,632.19,8.9,71
4,4,9,9,10,10,7,7,3.69,632.19,8.9,71
4,4,9,9,10,10,8,8,3.69,632.19,8.9,71
5,5,4,4,6,6,9,9,3.69,628.99,8.5,74
5,5,4,4,6,6,10,10,3.69,628.99,8.5,74
8,8,6,6,7,7,6,6,3.69,565.27,8.56,66
8,8,6,6,7,7,7,7,3.69,565.27,8.56,66
8,8,6,6,7,7,8,8,3.69,565.27,8.56,66
8,8,6,6,7,7,9,9,3.69,565.27,8.56,66
8,8,6,6,7,7,10,10,3.69,565.27,8.56,66
8,8,6,6,8,8,6,6,3.69,565.27,8.56,66
8,8,6,6,8,8,7,7,3.69,565.27,8.56,66
8,8,6,6,8,8,8,8,3.69,565.27,8.56,66
8,8,6,6,8,8,9,9,3.69,565.27,8.56,66
8,8,6,6,8,8,10,10,3.69,565.27,8.56,66
8,8,6,6,9,9,6,6,3.69,565.27,8.56,66
8,8,6,6,9,9,7,7,3.69,565.27,8.56,66
8,8,6,6,9,9,8,8,3.69,565.27,8.56,66
8,8,6,6,9,9,9,9,3.69,565.27,8.56,66
8,8,6,6,9,9,10,10,3.69,565.27,8.56,66
8,8,6,6,10,10,6,6,3.69,565.27,8.56,66
8,8,6,6,10,10,7,7,3.69,565.27,8.56,66
8,8,6,6,10,10,8,8,3.69,565.27,8.56,66
8,8,6,6,10,10,9,9,3.69,565.27,8.56,66
8,8,6,6,10,10,10,10,3.69,565.27,8.56,66
8,8,10,10,6,6,6,6,3.69,508.88,9.42,54
8,8,10,10,6,6,7,7,3.69,508.88,9.42,54
9,9,10,10,6,6,6,6,3.69,508.88,9.42,54
9,9,10,10,6,6,7,7,3.69,508.88,9.42,54
10,10,10,10,7,7,9,9,3.69,461.46,9.42,49
10,10,10,10,7,7,10,10,3.69,461.46,9.42,49
10,10,10,10,8,8,9,9,3.69,461.46,9.42,49
10,10,10,10,8,8,10,10,3.69,461.46,9.42,49
10,10,10,10,9,9,9,9,3.69,461.46,9.42,49
10,10,10,10,9,9,10,10,3.69,461.46,9.42,49
10,10,10,10,10,10,9,9,3.69,461.46,9.42,49
10,10,10,10,10,10,10,10,3.69,461.46,9.42,49
5,5,9,9,5,5,8,8,3.68,672.12,8.84,76
6,6,10,10,6,6,9,9,3.68,501.16,8.95,56
6,6,10,10,6,6,10,10,3.68,501.16,8.95,56
7,7,10,10,6,6,9,9,3.68,501.16,8.95,56
7,7,10,10,6,6,10,10,3.68,501.16,8.95,56
10,10,10,10,6,6,6,6,3.68,507.25,9.57,53
10,10,10,10,6,6,7,7,3.68,507.25,9.57,53
4,4,4,4,5,5,6,6,3.67,654.79,9.09,72
4,4,4,4,5,5,7,7,3.67,654.79,9.09,72
4,4,4,4,5,5,8,8,3.67,654.79,9.09,72
6,6,4,4,5,5,9,9,3.67,604.07,8.63,70
6,6,4,4,5,5,10,10,3.67,604.07,8.63,70
7,7,4,4,5,5,9,9,3.67,604.07,8.63,70
7,7,4,4,5,5,10,10,3.67,604.07,8.63,70
5,5,9,9,7,7,6,6,3.66,642.04,8.68,74
5,5,9,9,7,7,7,7,3.66,642.04,8.68,74
5,5,9,9,8,8,6,6,3.66,642.04,8.68,74
5,5,9,9,8,8,7,7,3.66,642.04,8.68,74
5,5,9,9,9,9,6,6,3.66,642.04,8.68,74
5,5,9,9,9,9,7,7,3.66,642.04,8.68,74
5,5,9,9,10,10,6,6,3.66,642.04,8.68,74
5,5,9,9,10,10,7,7,3.66,642.04,8.68,74
9,9,4,4,5,5,6,6,3.66,591.99,8.97,66
9,9,4,4,5,5,7,7,3.66,591.99,8.97,66
9,9,4,4,5,5,8,8,3.66,591.99,8.97,66
9,9,5,5,7,7,9,9,3.66,571.05,8.28,69
9,9,5,5,7,7,10,10,3.66,571.05,8.28,69
9,9,5,5,8,8,9,9,3.66,571.05,8.28,69
9,9,5,5,8,8,10,10,3.66,571.05,8.28,69
9,9,5,5,9,9,9,9,3.66,571.05,8.28,69
9,9,5,5,9,9,10,10,3.66,571.05,8.28,69
9,9,5,5,10,10,9,9,3.66,571.05,8.28,69
9,9,5,5,10,10,10,10,3.66,571.05,8.28,69
10,10,4,4,5,5,6,6,3.66,590.35,9.08,65
10,10,4,4,5,5,7,7,3.66,590.35,9.08,65
10,10,4,4,5,5,8,8,3.66,590.35,9.08,65
10,10,6,6,7,7,6,6,3.66,541.95,8.47,64
10,10,6,6,7,7,7,7,3.66,541.95,8.47,64
10,10,6,6,7,7,8,8,3.66,541.95,8.47,64
10,10,6,6,7,7,9,9,3.66,541.95,8.47,64
10,10,6,6,7,7,10,10,3.66,541.95,8.47,64
10,10,6,6,8,8,6,6,3.66,541.95,8.47,64
10,10,6,6,8,8,7,7,3.66,541.95,8.47,64
10,10,6,6,8,8,8,8,3.66,541.95,8.47,64
10,10,6,6,8,8,9,9,3.66,541.95,8.47,64
10,10,6,6,8,8,10,10,3.66,541.95,8.47,64
10,10,6,6,9,9,6,6,3.66,541.95,8.47,64
10,10,6,6,9,9,7,7,3.66,541.95,8.47,64
10,10,6,6,9,9,8,8,3.66,541.95,8.47,64
10,10,6,6,9,9,9,9,3.66,541.95,8.47,64
10,10,6,6,9,9,10,10,3.66,541.95,8.47,64
10,10,6,6,10,10,6,6,3.66,541.95,8.47,64
10,10,6,6,10,10,7,7,3.66,541.95,8.47,64
10,10,6,6,10,10,8,8,3.66,541.95,8.47,64
10,10,6,6,10,10,9,9,3.66,541.95,8.47,64
10,10,6,6,10,10,10,10,3.66,541.95,8.47,64
4,4,5,5,4,4,9,9,3.65,718.93,8.46,85
4,4,5,5,4,4,10,10,3.65,718.93,8.46,85
4,4,5,5,6,6,6,6,3.65,631.93,8.66,73
4,4,5,5,6,6,7,7,3.65,631.93,8.66,73
4,4,5,5,6,6,8,8,3.65,631.93,8.66,73
6,6,7,7,5,5,6,6,3.65,610.72,8.6,71
6,6,7,7,5,5,7,7,3.65,610.72,8.6,71
6,6,7,7,5,5,8,8,3.65,610.72,8.6,71
6,6,7,7,5,5,9,9,3.65,610.72,8.6,71
6,6,7,7,5,5,10,10,3.65,610.72,8.6,71
7,7,7,7,5,5,6,6,3.65,610.72,8.6,71
7,7,7,7,5,5,7,7,3.65,610.72,8.6,71
7,7,7,7,5,5,8,8,3.65,610.72,8.6,71
7,7,7,7,5,5,9,9,3.65,610.72,8.6,71
7,7,7,7,5,5,10,10,3.65,610.72,8.6,71
4,4,7,7,7,7,6,6,3.64,628.13,8.6,73
4,4,7,7,7,7,7,7,3.64,628.13,8.6,73
4,4,7,7,8,8,6,6,3.64,628.13,8.6,73
4,4,7,7,8,8,7,7,3.64,628.13,8.6,73
4,4,7,7,9,9,6,6,3.64,628.13,8.6,73
4,4,7,7,9,9,7,7,3.64,628.13,8.6,73
4,4,7,7,10,10,6,6,3.64,628.13,8.6,73
4,4,7,7,10,10,7,7,3.64,628.13,8.6,73
4,4,8,8,7,7,6,6,3.64,628.13,8.6,73
4,4,8,8,7,7,7,7,3.64,628.13,8.6,73
4,4,8,8,7,7,8,8,3.64,628.13,8.6,73
4,4,8,8,8,8,6,6,3.64,628.13,8.6,73
4,4,8,8,8,8,7,7,3.64,628.13,8.6,73
4,4,8,8,8,8,8,8,3.64,628.13,8.6,73
4,4,8,8,9,9,6,6,3.64,628.13,8.6,73
4,4,8,8,9,9,7,7,3.64,628.13,8.6,73
4,4,8,8,9,9,8,8,3.64,628.13,8.6,73
4,4,8,8,10,10,6,6,3.64,628.13,8.6,73
4,4,8,8,10,10,7,7,3.64,628.13,8.6,73
4,4,8,8,10,10,8,8,3.64,628.13,8.6,73
4,4,10,10,7,7,5,5,3.64,590.03,9.22,64
4,4,10,10,8,8,5,5,3.64,590.03,9.22,64
4,4,10,10,9,9,5,5,3.64,590.03,9.22,64
4,4,10,10,10,10,5,5,3.64,590.03,9.22,64
5,5,6,6,6,6,6,6,3.64,639.19,8.41,76
5,5,6,6,6,6,7,7,3.64,639.19,8.41,76
5,5,6,6,6,6,8,8,3.64,639.19,8.41,76
5,5,8,8,5,5,8,8,3.64,668.06,8.56,78
6,6,5,5,6,6,9,9,3.64,581.21,8.19,71
6,6,5,5,6,6,10,10,3.64,581.21,8.19,71
7,7,5,5,6,6,9,9,3.64,581.21,8.19,71
7,7,5,5,6,6,10,10,3.64,581.21,8.19,71
8,8,4,4,5,5,6,6,3.64,586.72,9.03,65
8,8,4,4,5,5,7,7,3.64,586.72,9.03,65
8,8,4,4,5,5,8,8,3.64,586.72,9.03,65
8,8,5,5,7,7,9,9,3.64,565.78,8.32,68
8,8,5,5,7,7,10,10,3.64,565.78,8.32,68
8,8,5,5,8,8,9,9,3.64,565.78,8.32,68
8,8,5,5,8,8,10,10,3.64,565.78,8.32,68
8,8,5,5,9,9,9,9,3.64,565.78,8.32,68
8,8,5,5,9,9,10,10,3.64,565.78,8.32,68
8,8,5,5,10,10,9,9,3.64,565.78,8.32,68
8,8,5,5,10,10,10,10,3.64,565.78,8.32,68
4,4,6,6,4,4,9,9,3.63,714.1,8.5,84
4,4,6,6,4,4,10,10,3.63,714.1,8.5,84
4,4,7,7,5,5,8,8,3.63,664.84,8.75,76
4,4,7,7,6,6,9,9,3.63,626.95,8.47,74
4,4,7,7,6,6,10,10,3.63,626.95,8.47,74
5,5,5,5,4,4,9,9,3.63,713.66,8.5,84
5,5,5,5,4,4,10,10,3.63,713.66,8.5,84
5,5,8,8,6,6,9,9,3.63,628.06,8.37,75
5,5,8,8,6,6,10,10,3.63,628.06,8.37,75
5,5,10,10,4,4,6,6,3.63,655.44,9.36,70
5,5,10,10,4,4,7,7,3.63,655.44,9.36,70
8,8,10,10,6,6,8,8,3.63,483.8,9.49,51
9,9,5,5,6,6,6,6,3.63,569.13,8.49,67
9,9,5,5,6,6,7,7,3.63,569.13,8.49,67
9,9,5,5,6,6,8,8,3.63,569.13,8.49,67
9,9,10,10,6,6,8,8,3.63,483.8,9.49,51
10,10,5,5,6,6,6,6,3.63,567.49,8.6,66
10,10,5,5,6,6,7,7,3.63,567.49,8.6,66
10,10,5,5,6,6,8,8,3.63,567.49,8.6,66
10,10,10,10,6,6,8,8,3.63,482.17,9.64,50
4,4,4,4,6,6,9,9,3.62,613.45,8.52,72
4,4,4,4,6,6,10,10,3.62,613.45,8.52,72
4,4,10,10,5,5,5,5,3.62,609.81,9.38,65
5,5,7,7,7,7,6,6,3.62,637.98,8.39,76
5,5,7,7,8,8,6,6,3.62,637.98,8.39,76
5,5,7,7,9,9,6,6,3.62,637.98,8.39,76
5,5,7,7,10,10,6,6,3.62,637.98,8.39,76
5,5,8,8,7,7,6,6,3.62,637.98,8.39,76
5,5,8,8,7,7,7,7,3.62,637.98,8.39,76
5,5,8,8,8,8,6,6,3.62,637.98,8.39,76
5,5,8,8,8,8,7,7,3.62,637.98,8.39,76
5,5,8,8,9,9,6,6,3.62,637.98,8.39,76
5,5,8,8,9,9,7,7,3.62,637.98,8.39,76
5,5,8,8,10,10,6,6,3.62,637.98,8.39,76
5,5,8,8,10,10,7,7,3.62,637.98,8.39,76
5,5,9,9,6,6,9,9,3.62,628.66,8.38,75
5,5,9,9,6,6,10,10,3.62,628.66,8.38,75
6,6,6,6,6,6,6,6,3.62,576.38,8.23,70
6,6,6,6,6,6,7,7,3.62,576.38,8.23,70
6,6,6,6,6,6,8,8,3.62,576.38,8.23,70
6,6,6,6,6,6,9,9,3.62,576.38,8.23,70
6,6,6,6,6,6,10,10,3.62,576.38,8.23,70
6,6,9,9,5,5,6,6,3.62,614.14,8.65,71
6,6,9,9,5,5,7,7,3.62,614.14,8.65,71
7,7,6,6,6,6,6,6,3.62,576.38,8.23,70
7,7,6,6,6,6,7,7,3.62,576.38,8.23,70
7,7,6,6,6,6,8,8,3.62,576.38,8.23,70
7,7,6,6,6,6,9,9,3.62,576.38,8.23,70
7,7,6,6,6,6,10,10,3.62,576.38,8.23,70
7,7,9,9,5,5,6,6,3.62,614.14,8.65,71
7,7,9,9,5,5,7,7,3.62,614.14,8.65,71
5,5,6,6,4,4,9,9,3.61,708.83,8.54,83
5,5,6,6,4,4,10,10,3.61,708.83,8.54,83
8,8,5,5,6,6,6,6,3.61,563.86,8.54,66
8,8,5,5,6,6,7,7,3.61,563.86,8.54,66
8,8,5,5,6,6,8,8,3.61,563.86,8.54,66
10,10,5,5,7,7,9,9,3.61,542.47,8.22,66
10,10,5,5,7,7,10,10,3.61,542.47,8.22,66
10,10,5,5,8,8,9,9,3.61,542.47,8.22,66
10,10,5,5,8,8,10,10,3.61,542.47,8.22,66
10,10,5,5,9,9,9,9,3.61,542.47,8.22,66
10,10,5,5,9,9,10,10,3.61,542.47,8.22,66
10,10,5,5,10,10,9,9,3.61,542.47,8.22,66
10,10,5,5,10,10,10,10,3.61,542.47,8.22,66
10,10,10,10,5,5,5,5,3.61,562.45,9.53,59
5,5,9,9,7,7,8,8,3.6,627.61,8.6,73
5,5,9,9,8,8,8,8,3.6,627.61,8.6,73
5,5,9,9,9,9,8,8,3.6,627.61,8.6,73
5,5,9,9,10,10,8,8,3.6,627.61,8.6,73
9,9,4,4,5,5,9,9,3.6,588.53,8.65,68
9,9,4,4,5,5,10,10,3.6,588.53,8.65,68
10,10,4,4,5,5,9,9,3.6,586.9,8.76,67
10,10,4,4,5,5,10,10,3.6,586.9,8.76,67
6,6,10,10,7,7,5,5,3.59,535.27,8.77,61
6,6,10,10,8,8,5,5,3.59,535.27,8.77,61
6,6,10,10,9,9,5,5,3.59,535.27,8.77,61
6,6,10,10,10,10,5,5,3.59,535.27,8.77,61
7,7,10,10,7,7,5,5,3.59,535.27,8.77,61
7,7,10,10,8,8,5,5,3.59,535.27,8.77,61
7,7,10,10,9,9,5,5,3.59,535.27,8.77,61
7,7,10,10,10,10,5,5,3.59,535.27,8.77,61
4,4,6,6,6,6,6,6,3.58,623.65,8.43,74
4,4,6,6,6,6,7,7,3.58,623.65,8.43,74
4,4,6,6,6,6,8,8,3.58,623.65,8.43,74
5,5,5,5,7,7,6,6,3.58,638.64,8.29,77
5,5,5,5,7,7,7,7,3.58,638.64,8.29,77
5,5,5,5,7,7,8,8,3.58,638.64,8.29,77
5,5,5,5,8,8,6,6,3.58,638.64,8.29,77
5,5,5,5,8,8,7,7,3.58,638.64,8.29,77
5,5,5,5,8,8,8,8,3.58,638.64,8.29,77
5,5,5,5,9,9,6,6,3.58,638.64,8.29,77
5,5,5,5,9,9,7,7,3.58,638.64,8.29,77
5,5,5,5,9,9,8,8,3.58,638.64,8.29,77
5,5,5,5,10,10,6,6,3.58,638.64,8.29,77
