high_by_point_n,high_by_point_m,low_by_point_n,low_by_point_m,high_by_point_n_on_trend,high_by_point_m_on_trend,low_by_point_n_on_trend,low_by_point_m_on_trend,power_scaling_factor,mintick,debug_mode,Fit Score,Total Pnl%,Avg Pnl% per entry,Trade Count,Winning entry%,Avg Winner%,Avg Loser%,Scale
4,4,14,14,4,4,14,14,1.3,0.01,False,6.31,547.91,14.81,37,64.86,27.13,-7.94,1.752
4,4,14,14,4,4,14,14,1.5,0.01,False,6.31,523.75,14.16,37,64.86,25.93,-7.59,1.675
4,4,14,14,4,4,14,14,2,0.01,False,6.31,478.38,12.93,37,64.86,23.69,-6.93,1.53
4,4,14,14,4,14,4,4,1.1,0.01,False,3.69,547.65,11.41,48,52.08,30.06,-8.87,1.846
4,4,14,14,4,14,4,4,1.3,0.01,False,3.69,518.74,10.81,48,52.08,28.47,-8.39,1.752
4,4,14,14,4,14,4,4,1.5,0.01,False,3.69,495.27,10.32,48,52.08,27.18,-8.01,1.675
4,4,14,14,4,14,4,4,2,0.01,False,3.69,452.52,9.43,48,52.08,24.83,-7.32,1.53
4,4,14,14,4,14,4,14,1.1,0.01,False,3.44,631.55,10.19,62,58.06,24.72,-9.94,1.846
4,4,14,14,4,14,4,14,1.3,0.01,False,3.44,599.6,9.67,62,58.06,23.47,-9.44,1.752
4,4,14,14,4,14,4,14,1.5,0.01,False,3.44,573.17,9.24,62,58.06,22.44,-9.02,1.675
4,4,14,14,4,14,4,14,2,0.01,False,3.44,523.52,8.44,62,58.06,20.49,-8.24,1.53
4,4,14,14,4,14,14,4,1.1,0.01,False,4.46,670.46,12.89,52,59.62,27.87,-9.22,1.846
4,4,14,14,4,14,14,4,1.3,0.01,False,4.46,636.55,12.24,52,59.62,26.46,-8.75,1.752
4,4,14,14,4,14,14,4,1.5,0.01,False,4.46,608.48,11.7,52,59.62,25.3,-8.37,1.675
4,4,14,14,4,14,14,4,2,0.01,False,4.46,555.77,10.69,52,59.62,23.1,-7.64,1.53
4,4,14,14,4,14,14,14,1.1,0.01,False,5.42,589.23,17.86,33,57.58,38.03,-9.53,1.846
4,4,14,14,4,14,14,14,1.3,0.01,False,5.41,560.71,16.99,33,57.58,36.2,-9.08,1.752
4,4,14,14,4,14,14,14,1.5,0.01,False,5.41,536.63,16.26,33,57.58,34.65,-8.7,1.675
4,4,14,14,4,14,14,14,2,0.01,False,5.41,489.99,14.85,33,57.58,31.64,-7.94,1.53
4,4,14,14,14,4,4,4,1.1,0.01,False,4.25,666.07,13.59,49,55.1,32.26,-9.32,1.846
4,4,14,14,14,4,4,4,1.3,0.01,False,4.25,630.62,12.87,49,55.1,30.55,-8.82,1.752
4,4,14,14,14,4,4,4,1.5,0.01,False,4.25,601.94,12.28,49,55.1,29.16,-8.42,1.675
4,4,14,14,14,4,4,4,2,0.01,False,4.25,550.01,11.22,49,55.1,26.64,-7.7,1.53
4,4,14,14,14,4,4,14,1.1,0.01,False,4.13,846.0,11.43,74,60.81,24.81,-9.32,1.846
4,4,14,14,14,4,4,14,1.3,0.01,False,4.13,803.21,10.85,74,60.81,23.55,-8.85,1.752
4,4,14,14,14,4,4,14,1.5,0.01,False,4.13,767.79,10.38,74,60.81,22.52,-8.46,1.675
4,4,14,14,14,4,4,14,2,0.01,False,4.13,701.28,9.48,74,60.81,20.57,-7.73,1.53
4,4,14,14,14,4,14,4,1.1,0.01,False,5.46,842.66,16.2,52,61.54,32.24,-9.45,1.846
4,4,14,14,14,4,14,4,1.3,0.01,False,5.46,800.03,15.39,52,61.54,30.61,-8.97,1.752
4,4,14,14,14,4,14,4,1.5,0.01,False,5.46,764.76,14.71,52,61.54,29.26,-8.57,1.675
4,4,14,14,14,4,14,4,2,0.01,False,5.46,698.51,13.43,52,61.54,26.72,-7.83,1.53
4,4,14,14,14,4,14,14,1.1,0.01,False,7.36,821.17,20.03,41,65.85,35.2,-9.22,1.846
4,4,14,14,14,4,14,14,1.3,0.01,False,7.35,781.56,19.06,41,65.85,33.5,-8.79,1.752
4,4,14,14,14,4,14,14,1.5,0.01,False,7.35,748.06,18.25,41,65.85,32.07,-8.41,1.675
4,4,14,14,14,4,14,14,2,0.01,False,7.35,683.02,16.66,41,65.85,29.28,-7.68,1.53
4,4,14,14,14,14,4,4,1.1,0.01,False,4.31,545.47,13.99,39,56.41,32.29,-9.7,1.846
4,4,14,14,14,14,4,4,1.3,0.01,False,4.31,517.87,13.28,39,56.41,30.65,-9.21,1.752
4,4,14,14,14,14,4,4,1.5,0.01,False,4.31,495.04,12.69,39,56.41,29.3,-8.8,1.675
4,4,14,14,14,14,4,4,2,0.01,False,4.31,452.16,11.59,39,56.41,26.76,-8.04,1.53
4,4,14,14,14,14,4,14,1.1,0.01,False,3.84,652.49,11.65,56,60.71,25.95,-10.45,1.846
4,4,14,14,14,14,4,14,1.3,0.01,False,3.83,620.92,11.09,56,60.71,24.71,-9.96,1.752
4,4,14,14,14,14,4,14,1.5,0.01,False,3.83,594.26,10.61,56,60.71,23.65,-9.54,1.675
4,4,14,14,14,14,4,14,2,0.01,False,3.83,542.61,9.69,56,60.71,21.59,-8.71,1.53
4,4,14,14,14,14,14,4,1.1,0.01,False,5.39,675.78,15.72,43,65.12,29.63,-10.27,1.846
4,4,14,14,14,14,14,4,1.3,0.01,False,5.38,643.23,14.96,43,65.12,28.21,-9.78,1.752
4,4,14,14,14,14,14,4,1.5,0.01,False,5.38,615.68,14.32,43,65.12,27.01,-9.37,1.675
4,4,14,14,14,14,14,4,2,0.01,False,5.38,562.14,13.07,43,65.12,24.66,-8.55,1.53
4,4,14,14,14,14,14,14,1.1,0.01,False,8.79,606.59,25.27,24,66.67,42.78,-9.74,1.846
4,4,14,14,14,14,14,14,1.3,0.01,False,8.8,579.4,24.14,24,66.67,40.85,-9.28,1.752
4,4,14,14,14,14,14,14,1.5,0.01,False,8.81,555.6,23.15,24,66.67,39.17,-8.89,1.675
4,4,14,14,14,14,14,14,2,0.01,False,8.81,507.04,21.13,24,66.67,35.75,-8.12,1.53
4,14,4,4,4,4,4,4,1.1,0.01,False,3.53,435.12,8.06,54,59.26,18.97,-7.82,1.593
4,14,4,4,4,4,4,4,1.3,0.01,False,3.54,408.97,7.57,54,59.26,17.82,-7.32,1.5
4,14,4,4,4,4,4,4,1.5,0.01,False,3.54,388.87,7.2,54,59.26,16.93,-6.95,1.427
4,14,4,4,4,4,4,4,2,0.01,False,3.54,355.7,6.59,54,59.26,15.49,-6.36,1.305
4,14,4,4,4,4,4,14,1.1,0.01,False,4.89,690.7,9.87,70,65.71,18.88,-7.41,1.593
4,14,4,4,4,4,4,14,1.3,0.01,False,4.89,650.14,9.29,70,65.71,17.77,-6.97,1.5
4,14,4,4,4,4,4,14,1.5,0.01,False,4.89,618.67,8.84,70,65.71,16.91,-6.64,1.427
4,14,4,4,4,4,4,14,2,0.01,False,4.89,565.78,8.08,70,65.71,15.47,-6.07,1.305
4,14,4,4,4,4,14,4,1.1,0.01,False,6.46,633.68,11.32,56,69.64,19.22,-6.82,1.593
4,14,4,4,4,4,14,4,1.3,0.01,False,6.46,596.47,10.65,56,69.64,18.09,-6.42,1.5
4,14,4,4,4,4,14,4,1.5,0.01,False,6.46,567.59,10.14,56,69.64,17.22,-6.11,1.427
4,14,4,4,4,4,14,4,2,0.01,False,6.46,519.07,9.27,56,69.64,15.75,-5.59,1.305
4,14,4,4,4,4,14,14,1.1,0.01,False,5.42,517.02,12.31,42,69.05,21.86,-8.99,1.593
4,14,4,4,4,4,14,14,1.3,0.01,False,5.4,487.37,11.6,42,69.05,20.62,-8.51,1.5
4,14,4,4,4,4,14,14,1.5,0.01,False,5.39,464.13,11.05,42,69.05,19.65,-8.13,1.427
4,14,4,4,4,4,14,14,2,0.01,False,5.4,424.36,10.1,42,69.05,17.96,-7.43,1.305
4,14,4,4,4,14,4,4,1.1,0.01,False,3.42,454.35,9.09,50,54.0,23.79,-8.17,1.593
4,14,4,4,4,14,4,4,1.3,0.01,False,3.42,427.67,8.55,50,54.0,22.39,-7.69,1.5
4,14,4,4,4,14,4,4,1.5,0.01,False,3.42,406.97,8.14,50,54.0,21.3,-7.32,1.427
4,14,4,4,4,14,4,4,2,0.01,False,3.42,372.18,7.44,50,54.0,19.48,-6.69,1.305
4,14,4,4,4,14,4,14,1.1,0.01,False,3.71,633.17,9.59,66,62.12,21.13,-9.33,1.593
4,14,4,4,4,14,4,14,1.3,0.01,False,3.7,596.8,9.04,66,62.12,19.94,-8.83,1.5
4,14,4,4,4,14,4,14,1.5,0.01,False,3.7,568.32,8.61,66,62.12,19.0,-8.43,1.427
4,14,4,4,4,14,4,14,2,0.01,False,3.7,519.63,7.87,66,62.12,17.37,-7.7,1.305
4,14,4,4,4,14,14,4,1.1,0.01,False,4.07,560.98,9.67,58,60.34,21.26,-7.96,1.593
4,14,4,4,4,14,14,4,1.3,0.01,False,4.05,528.12,9.11,58,60.34,20.04,-7.53,1.5
4,14,4,4,4,14,14,4,1.5,0.01,False,4.04,502.59,8.67,58,60.34,19.09,-7.19,1.427
4,14,4,4,4,14,14,4,2,0.01,False,4.04,459.62,7.92,58,60.34,17.45,-6.57,1.305
4,14,4,4,4,14,14,14,1.1,0.01,False,4.74,476.95,12.89,37,62.16,26.28,-9.11,1.593
4,14,4,4,4,14,14,14,1.3,0.01,False,4.7,449.25,12.14,37,62.16,24.81,-8.66,1.5
4,14,4,4,4,14,14,14,1.5,0.01,False,4.69,427.66,11.56,37,62.16,23.64,-8.28,1.427
4,14,4,4,4,14,14,14,2,0.01,False,4.69,391.06,10.57,37,62.16,21.61,-7.57,1.305
4,14,4,4,14,4,4,4,1.1,0.01,False,5.4,702.91,14.35,49,63.27,27.82,-8.87,1.593
4,14,4,4,14,4,4,4,1.3,0.01,False,5.4,661.64,13.5,49,63.27,26.19,-8.35,1.5
4,14,4,4,14,4,4,4,1.5,0.01,False,5.4,629.61,12.85,49,63.27,24.92,-7.94,1.427
4,14,4,4,14,4,4,4,2,0.01,False,5.4,575.78,11.75,49,63.27,22.79,-7.26,1.305
4,14,4,4,14,4,4,14,1.1,0.01,False,4.87,906.06,11.77,77,66.23,22.36,-9.0,1.593
4,14,4,4,14,4,4,14,1.3,0.01,False,4.86,854.93,11.1,77,66.23,21.11,-8.52,1.5
4,14,4,4,14,4,4,14,1.5,0.01,False,4.85,814.58,10.58,77,66.23,20.12,-8.14,1.427
4,14,4,4,14,4,4,14,2,0.01,False,4.85,744.68,9.67,77,66.23,18.39,-7.43,1.305
4,14,4,4,14,4,14,4,1.1,0.01,False,6.95,879.89,15.44,57,68.42,26.35,-8.22,1.593
4,14,4,4,14,4,14,4,1.3,0.01,False,6.93,830.0,14.56,57,68.42,24.87,-7.78,1.5
4,14,4,4,14,4,14,4,1.5,0.01,False,6.91,790.72,13.87,57,68.42,23.7,-7.43,1.427
4,14,4,4,14,4,14,4,2,0.01,False,6.92,722.9,12.68,57,68.42,21.67,-6.79,1.305
4,14,4,4,14,4,14,14,1.1,0.01,False,10.71,868.26,20.19,43,76.74,29.02,-8.94,1.593
4,14,4,4,14,4,14,14,1.3,0.01,False,10.69,821.44,19.1,43,76.74,27.46,-8.48,1.5
4,14,4,4,14,4,14,14,1.5,0.01,False,10.67,783.77,18.23,43,76.74,26.21,-8.1,1.427
4,14,4,4,14,4,14,14,2,0.01,False,10.68,716.24,16.66,43,76.74,23.95,-7.4,1.305
4,14,4,4,14,14,4,4,1.1,0.01,False,3.97,423.4,10.86,39,58.97,24.62,-8.92,1.593
4,14,4,4,14,14,4,4,1.3,0.01,False,3.96,398.97,10.23,39,58.97,23.2,-8.41,1.5
4,14,4,4,14,14,4,4,1.5,0.01,False,3.96,379.87,9.74,39,58.97,22.09,-8.02,1.427
4,14,4,4,14,14,4,4,2,0.01,False,3.96,347.34,8.91,39,58.97,20.2,-7.33,1.305
4,14,4,4,14,14,4,14,1.1,0.01,False,4.32,657.98,11.15,59,66.1,21.95,-9.9,1.593
4,14,4,4,14,14,4,14,1.3,0.01,False,4.31,621.68,10.54,59,66.1,20.76,-9.4,1.5
4,14,4,4,14,14,4,14,1.5,0.01,False,4.3,592.77,10.05,59,66.1,19.81,-8.99,1.427
4,14,4,4,14,14,4,14,2,0.01,False,4.3,541.79,9.18,59,66.1,18.1,-8.21,1.305
4,14,4,4,14,14,14,4,1.1,0.01,False,4.91,540.46,11.26,48,66.67,21.21,-8.64,1.593
4,14,4,4,14,14,14,4,1.3,0.01,False,4.88,509.63,10.62,48,66.67,20.03,-8.22,1.5
4,14,4,4,14,14,14,4,1.5,0.01,False,4.86,485.41,10.11,48,66.67,19.1,-7.86,1.427
4,14,4,4,14,14,14,4,2,0.01,False,4.86,443.8,9.25,48,66.67,17.46,-7.18,1.305
4,14,4,4,14,14,14,14,1.1,0.01,False,8.14,460.44,17.71,26,73.08,27.63,-9.21,1.593
4,14,4,4,14,14,14,14,1.3,0.01,False,8.12,435.0,16.73,26,73.08,26.11,-8.72,1.5
4,14,4,4,14,14,14,14,1.5,0.01,False,8.12,414.74,15.95,26,73.08,24.9,-8.33,1.427
4,14,4,4,14,14,14,14,2,0.01,False,8.12,379.08,14.58,26,73.08,22.75,-7.61,1.305
4,14,4,14,4,4,4,4,1.1,0.01,False,3.53,483.76,8.64,56,58.93,20.46,-8.32,1.846
4,14,4,14,4,4,4,4,1.3,0.01,False,3.54,458.02,8.18,56,58.93,19.35,-7.84,1.752
4,14,4,14,4,4,4,4,1.5,0.01,False,3.54,437.19,7.81,56,58.93,18.46,-7.47,1.675
4,14,4,14,4,4,4,4,2,0.01,False,3.54,399.48,7.13,56,58.93,16.87,-6.83,1.53
4,14,4,14,4,4,4,14,1.1,0.01,False,4.15,671.3,9.45,71,61.97,20.09,-7.88,1.846
4,14,4,14,4,4,4,14,1.3,0.01,False,4.16,636.23,8.96,71,61.97,19.03,-7.45,1.752
4,14,4,14,4,4,4,14,1.5,0.01,False,4.17,607.61,8.56,71,61.97,18.17,-7.1,1.675
4,14,4,14,4,4,4,14,2,0.01,False,4.17,555.12,7.82,71,61.97,16.6,-6.49,1.53
4,14,4,14,4,4,14,4,1.1,0.01,False,5.18,636.95,11.17,57,63.16,21.92,-7.25,1.846
4,14,4,14,4,4,14,4,1.3,0.01,False,5.2,603.97,10.6,57,63.16,20.77,-6.85,1.752
4,14,4,14,4,4,14,4,1.5,0.01,False,5.21,576.96,10.12,57,63.16,19.84,-6.53,1.675
4,14,4,14,4,4,14,4,2,0.01,False,5.2,527.07,9.25,57,63.16,18.12,-5.97,1.53
4,14,4,14,4,4,14,14,1.1,0.01,False,5.96,612.21,13.91,44,68.18,24.52,-8.81,1.846
4,14,4,14,4,4,14,14,1.3,0.01,False,5.96,581.24,13.21,44,68.18,23.28,-8.36,1.752
4,14,4,14,4,4,14,14,1.5,0.01,False,5.96,555.61,12.63,44,68.18,22.25,-7.99,1.675
4,14,4,14,4,4,14,14,2,0.01,False,5.96,507.48,11.53,44,68.18,20.32,-7.3,1.53
4,14,4,14,4,14,4,4,1.1,0.01,False,3.49,492.39,10.48,47,53.19,27.61,-8.99,1.846
4,14,4,14,4,14,4,4,1.3,0.01,False,3.49,467.13,9.94,47,53.19,26.17,-8.51,1.752
4,14,4,14,4,14,4,4,1.5,0.01,False,3.5,446.36,9.5,47,53.19,25.0,-8.12,1.675
4,14,4,14,4,14,4,4,2,0.01,False,3.5,407.74,8.68,47,53.19,22.84,-7.42,1.53
4,14,4,14,4,14,4,14,1.1,0.01,False,3.07,543.19,8.9,61,57.38,23.03,-10.11,1.846
4,14,4,14,4,14,4,14,1.3,0.01,False,3.07,515.72,8.45,61,57.38,21.86,-9.59,1.752
4,14,4,14,4,14,4,14,1.5,0.01,False,3.07,492.98,8.08,61,57.38,20.9,-9.17,1.675
4,14,4,14,4,14,4,14,2,0.01,False,3.07,450.27,7.38,61,57.38,19.09,-8.38,1.53
4,14,4,14,4,14,14,4,1.1,0.01,False,3.96,526.8,10.98,48,58.33,25.18,-8.91,1.846
4,14,4,14,4,14,14,4,1.3,0.01,False,3.96,500.15,10.42,48,58.33,23.91,-8.46,1.752
4,14,4,14,4,14,14,4,1.5,0.01,False,3.96,478.1,9.96,48,58.33,22.85,-8.09,1.675
4,14,4,14,4,14,14,4,2,0.01,False,3.96,436.68,9.1,48,58.33,20.87,-7.39,1.53
4,14,4,14,4,14,14,14,1.1,0.01,False,5.04,507.88,15.39,33,60.61,31.67,-9.66,1.846
4,14,4,14,4,14,14,14,1.3,0.01,False,5.03,482.63,14.63,33,60.61,30.12,-9.21,1.752
4,14,4,14,4,14,14,14,1.5,0.01,False,5.03,461.57,13.99,33,60.61,28.81,-8.82,1.675
4,14,4,14,4,14,14,14,2,0.01,False,5.03,421.53,12.77,33,60.61,26.31,-8.05,1.53
4,14,4,14,14,4,4,4,1.1,0.01,False,4.61,685.81,14.0,49,59.18,30.21,-9.51,1.846
4,14,4,14,14,4,4,4,1.3,0.01,False,4.6,649.25,13.25,49,59.18,28.6,-9.01,1.752
4,14,4,14,14,4,4,4,1.5,0.01,False,4.6,619.68,12.65,49,59.18,27.3,-8.6,1.675
4,14,4,14,14,4,4,4,2,0.01,False,4.6,566.24,11.56,49,59.18,24.95,-7.86,1.53
4,14,4,14,14,4,4,14,1.1,0.01,False,3.89,825.2,10.86,76,60.53,24.14,-9.51,1.846
4,14,4,14,14,4,4,14,1.3,0.01,False,3.89,783.45,10.31,76,60.53,22.92,-9.03,1.752
4,14,4,14,14,4,4,14,1.5,0.01,False,3.89,748.91,9.85,76,60.53,21.91,-8.63,1.675
4,14,4,14,14,4,4,14,2,0.01,False,3.89,684.04,9.0,76,60.53,20.01,-7.88,1.53
4,14,4,14,14,4,14,4,1.1,0.01,False,5.64,837.18,15.5,54,61.11,30.84,-8.59,1.846
4,14,4,14,14,4,14,4,1.3,0.01,False,5.64,794.83,14.72,54,61.11,29.28,-8.16,1.752
4,14,4,14,14,4,14,4,1.5,0.01,False,5.64,759.78,14.07,54,61.11,27.99,-7.8,1.675
4,14,4,14,14,4,14,4,2,0.01,False,5.64,693.96,12.85,54,61.11,25.56,-7.12,1.53
4,14,4,14,14,4,14,14,1.1,0.01,False,9.46,901.82,22.0,41,73.17,33.61,-9.69,1.846
4,14,4,14,14,4,14,14,1.3,0.01,False,9.46,858.26,20.93,41,73.17,31.99,-9.22,1.752
4,14,4,14,14,4,14,14,1.5,0.01,False,9.46,821.45,20.04,41,73.17,30.62,-8.83,1.675
4,14,4,14,14,4,14,14,2,0.01,False,9.46,750.04,18.29,41,73.17,27.96,-8.06,1.53
4,14,4,14,14,14,4,4,1.1,0.01,False,3.95,473.89,12.15,39,56.41,28.85,-9.46,1.846
4,14,4,14,14,14,4,4,1.3,0.01,False,3.95,449.92,11.54,39,56.41,27.39,-8.98,1.752
4,14,4,14,14,14,4,4,1.5,0.01,False,3.95,430.08,11.03,39,56.41,26.18,-8.59,1.675
4,14,4,14,14,14,4,4,2,0.01,False,3.95,392.82,10.07,39,56.41,23.92,-7.84,1.53
4,14,4,14,14,14,4,14,1.1,0.01,False,3.54,592.51,10.58,56,60.71,24.29,-10.61,1.846
4,14,4,14,14,14,4,14,1.3,0.01,False,3.53,563.55,10.06,56,60.71,23.12,-10.11,1.752
4,14,4,14,14,14,4,14,1.5,0.01,False,3.53,539.21,9.63,56,60.71,22.12,-9.68,1.675
4,14,4,14,14,14,4,14,2,0.01,False,3.53,492.37,8.79,56,60.71,20.2,-8.84,1.53
4,14,4,14,14,14,14,4,1.1,0.01,False,4.51,556.99,12.38,45,60.0,26.5,-8.81,1.846
4,14,4,14,14,14,14,4,1.3,0.01,False,4.5,529.43,11.77,45,60.0,25.2,-8.39,1.752
4,14,4,14,14,14,14,4,1.5,0.01,False,4.5,506.39,11.25,45,60.0,24.11,-8.04,1.675
4,14,4,14,14,14,14,4,2,0.01,False,4.5,462.45,10.28,45,60.0,22.02,-7.34,1.53
4,14,4,14,14,14,14,14,1.1,0.01,False,8.61,555.8,21.38,26,69.23,34.94,-9.13,1.846
4,14,4,14,14,14,14,14,1.3,0.01,False,8.6,529.1,20.35,26,69.23,33.26,-8.7,1.752
4,14,4,14,14,14,14,14,1.5,0.01,False,8.6,506.47,19.48,26,69.23,31.84,-8.33,1.675
4,14,4,14,14,14,14,14,2,0.01,False,8.6,462.42,17.79,26,69.23,29.07,-7.61,1.53
4,14,14,4,4,4,4,4,1.1,0.01,False,3.63,550.26,8.47,65,61.54,18.99,-8.38,1.846
4,14,14,4,4,4,4,4,1.3,0.01,False,3.64,521.71,8.03,65,61.54,17.99,-7.91,1.752
4,14,14,4,4,4,4,4,1.5,0.01,False,3.64,498.34,7.67,65,61.54,17.17,-7.54,1.675
4,14,14,4,4,4,4,4,2,0.01,False,3.64,455.27,7.0,65,61.54,15.69,-6.89,1.53
4,14,14,4,4,4,4,14,1.1,0.01,False,3.69,723.5,8.82,82,60.98,19.86,-8.42,1.846
4,14,14,4,4,4,4,14,1.3,0.01,False,3.69,686.18,8.37,82,60.98,18.82,-7.96,1.752
4,14,14,4,4,4,4,14,1.5,0.01,False,3.7,655.57,7.99,82,60.98,17.97,-7.59,1.675
4,14,14,4,4,4,4,14,2,0.01,False,3.7,598.87,7.3,82,60.98,16.42,-6.94,1.53
4,14,14,4,4,4,14,4,1.1,0.01,False,4.6,686.28,10.09,68,66.18,19.49,-8.29,1.846
4,14,14,4,4,4,14,4,1.3,0.01,False,4.61,651.04,9.57,68,66.18,18.48,-7.84,1.752
4,14,14,4,4,4,14,4,1.5,0.01,False,4.61,622.08,9.15,68,66.18,17.65,-7.48,1.675
4,14,14,4,4,4,14,4,2,0.01,False,4.61,568.25,8.36,68,66.18,16.12,-6.84,1.53
4,14,14,4,4,4,14,14,1.1,0.01,False,3.94,567.98,9.96,57,64.91,20.58,-9.67,1.846
4,14,14,4,4,4,14,14,1.3,0.01,False,3.94,539.25,9.46,57,64.91,19.54,-9.18,1.752
4,14,14,4,4,4,14,14,1.5,0.01,False,3.94,515.47,9.04,57,64.91,18.68,-8.78,1.675
4,14,14,4,4,4,14,14,2,0.01,False,3.94,470.82,8.26,57,64.91,17.06,-8.02,1.53
4,14,14,4,4,14,4,4,1.1,0.01,False,3.23,471.73,8.42,56,55.36,22.05,-8.48,1.846
4,14,14,4,4,14,4,4,1.3,0.01,False,3.23,447.98,8.0,56,55.36,20.93,-8.03,1.752
4,14,14,4,4,14,4,4,1.5,0.01,False,3.23,428.29,7.65,56,55.36,20.0,-7.67,1.675
4,14,14,4,4,14,4,4,2,0.01,False,3.23,391.17,6.99,56,55.36,18.27,-7.0,1.53
4,14,14,4,4,14,4,14,1.1,0.01,False,2.57,495.25,6.88,72,55.56,20.29,-9.88,1.846
4,14,14,4,4,14,4,14,1.3,0.01,False,2.57,470.2,6.53,72,55.56,19.26,-9.38,1.752
4,14,14,4,4,14,4,14,1.5,0.01,False,2.57,449.47,6.24,72,55.56,18.41,-8.97,1.675
4,14,14,4,4,14,4,14,2,0.01,False,2.57,410.53,5.7,72,55.56,16.82,-8.19,1.53
4,14,14,4,4,14,14,4,1.1,0.01,False,2.82,450.84,7.04,64,56.25,19.4,-8.84,1.846
4,14,14,4,4,14,14,4,1.3,0.01,False,2.82,428.04,6.69,64,56.25,18.42,-8.39,1.752
4,14,14,4,4,14,14,4,1.5,0.01,False,2.82,409.16,6.39,64,56.25,17.6,-8.02,1.675
